DOSe/cm2,H2,CH4,CO,CO2
5.79E+18,2.25E-04,5.51E-06,1.62E-04,8.38E-05
5.79E+18,2.36E-04,5.70E-06,1.57E-04,8.37E-05
5.80E+18,2.36E-04,5.87E-06,1.54E-04,8.37E-05
5.80E+18,2.31E-04,6.28E-06,1.56E-04,8.68E-05
5.80E+18,2.35E-04,6.05E-06,1.53E-04,8.60E-05
5.80E+18,2.29E-04,5.34E-06,1.50E-04,8.20E-05
5.80E+18,2.36E-04,5.65E-06,1.61E-04,8.27E-05
5.81E+18,2.38E-04,5.36E-06,1.55E-04,8.08E-05
5.81E+18,2.37E-04,5.46E-06,1.61E-04,8.63E-05
5.81E+18,2.27E-04,6.47E-06,1.57E-04,8.36E-05
5.81E+18,2.24E-04,5.55E-06,1.60E-04,8.64E-05
5.81E+18,2.26E-04,6.10E-06,1.60E-04,8.54E-05
5.81E+18,2.26E-04,6.18E-06,1.58E-04,8.64E-05
5.82E+18,2.30E-04,6.20E-06,1.63E-04,8.47E-05
5.82E+18,2.38E-04,5.28E-06,1.63E-04,8.80E-05
5.82E+18,2.33E-04,6.04E-06,1.57E-04,8.75E-05
5.82E+18,2.39E-04,6.34E-06,1.58E-04,8.76E-05
5.82E+18,2.31E-04,6.49E-06,1.61E-04,8.34E-05
5.83E+18,2.39E-04,5.69E-06,1.62E-04,9.16E-05
5.83E+18,2.29E-04,5.74E-06,1.59E-04,8.62E-05
5.83E+18,2.34E-04,6.01E-06,1.60E-04,8.60E-05
5.83E+18,2.29E-04,5.99E-06,1.63E-04,8.59E-05
5.83E+18,2.34E-04,6.22E-06,1.58E-04,8.58E-05
5.84E+18,2.35E-04,6.24E-06,1.58E-04,8.68E-05
5.84E+18,2.31E-04,5.44E-06,1.59E-04,9.00E-05
5.84E+18,2.22E-04,5.08E-06,1.57E-04,8.88E-05
5.84E+18,2.31E-04,5.62E-06,1.51E-04,8.45E-05
5.84E+18,2.34E-04,6.43E-06,1.61E-04,8.73E-05
5.84E+18,2.38E-04,5.81E-06,1.62E-04,8.57E-05
5.85E+18,2.37E-04,6.06E-06,1.62E-04,8.27E-05
5.85E+18,2.24E-04,6.17E-06,1.60E-04,8.71E-05
5.85E+18,2.37E-04,5.79E-06,1.59E-04,8.81E-05
5.85E+18,2.34E-04,5.85E-06,1.63E-04,8.63E-05
5.85E+18,2.34E-04,5.21E-06,1.67E-04,8.98E-05
5.86E+18,2.30E-04,5.73E-06,1.62E-04,8.47E-05
5.86E+18,2.32E-04,5.59E-06,1.59E-04,8.51E-05
5.86E+18,2.32E-04,6.05E-06,1.60E-04,8.69E-05
5.86E+18,2.36E-04,5.66E-06,1.59E-04,8.46E-05
5.86E+18,2.36E-04,5.95E-06,1.58E-04,8.80E-05
5.87E+18,2.32E-04,5.38E-06,1.60E-04,8.34E-05
5.87E+18,2.24E-04,5.50E-06,1.65E-04,8.61E-05
5.87E+18,2.27E-04,5.20E-06,1.59E-04,8.42E-05
5.87E+18,2.35E-04,5.86E-06,1.63E-04,8.73E-05
5.87E+18,2.23E-04,5.73E-06,1.66E-04,8.44E-05
5.87E+18,2.41E-04,6.02E-06,1.60E-04,8.59E-05
5.88E+18,2.28E-04,6.18E-06,1.66E-04,8.82E-05
5.88E+18,2.36E-04,6.14E-06,1.67E-04,8.49E-05
5.88E+18,2.30E-04,5.53E-06,1.63E-04,8.73E-05
5.88E+18,2.41E-04,6.22E-06,1.57E-04,8.54E-05
5.88E+18,2.35E-04,5.96E-06,1.63E-04,8.51E-05
5.89E+18,2.26E-04,6.01E-06,1.64E-04,8.76E-05
5.89E+18,2.38E-04,5.86E-06,1.54E-04,8.72E-05
5.89E+18,2.31E-04,5.74E-06,1.58E-04,9.12E-05
5.89E+18,2.32E-04,6.32E-06,1.55E-04,8.64E-05
5.89E+18,2.34E-04,6.25E-06,1.60E-04,8.81E-05
5.90E+18,2.36E-04,5.82E-06,1.60E-04,8.62E-05
5.90E+18,2.33E-04,5.36E-06,1.61E-04,8.65E-05
5.90E+18,2.24E-04,6.08E-06,1.60E-04,8.92E-05
5.90E+18,2.23E-04,5.89E-06,1.62E-04,8.93E-05
5.90E+18,2.43E-04,5.63E-06,1.56E-04,8.42E-05
5.90E+18,2.34E-04,5.41E-06,1.64E-04,8.81E-05
5.91E+18,2.33E-04,5.99E-06,1.61E-04,8.36E-05
5.91E+18,2.33E-04,6.37E-06,1.60E-04,9.10E-05
5.91E+18,2.39E-04,6.04E-06,1.58E-04,8.67E-05
5.91E+18,2.38E-04,6.03E-06,1.60E-04,8.57E-05
5.91E+18,2.35E-04,6.35E-06,1.65E-04,8.70E-05
5.92E+18,2.36E-04,5.72E-06,1.64E-04,8.48E-05
5.92E+18,2.29E-04,6.38E-06,1.56E-04,8.89E-05
5.92E+18,2.38E-04,5.57E-06,1.59E-04,9.03E-05
5.92E+18,2.35E-04,5.60E-06,1.64E-04,8.71E-05
5.92E+18,2.34E-04,6.28E-06,1.57E-04,8.50E-05
5.92E+18,2.30E-04,5.22E-06,1.56E-04,8.76E-05
5.93E+18,2.39E-04,5.45E-06,1.56E-04,8.82E-05
5.93E+18,2.18E-04,5.92E-06,1.60E-04,8.53E-05
5.93E+18,2.37E-04,5.95E-06,1.64E-04,8.68E-05
5.93E+18,2.40E-04,6.07E-06,1.55E-04,8.33E-05
5.93E+18,2.22E-04,6.06E-06,1.58E-04,8.66E-05
5.94E+18,2.23E-04,5.46E-06,1.66E-04,8.82E-05
5.94E+18,2.36E-04,5.28E-06,1.61E-04,8.74E-05
5.94E+18,2.34E-04,5.74E-06,1.60E-04,8.38E-05
5.94E+18,2.38E-04,5.76E-06,1.55E-04,8.60E-05
5.94E+18,2.27E-04,5.45E-06,1.54E-04,8.77E-05
5.94E+18,2.33E-04,6.15E-06,1.59E-04,8.76E-05
5.95E+18,2.25E-04,6.11E-06,1.60E-04,8.84E-05
5.95E+18,2.41E-04,6.58E-06,1.60E-04,8.42E-05
5.95E+18,2.24E-04,6.09E-06,1.60E-04,9.10E-05
5.95E+18,2.42E-04,5.58E-06,1.56E-04,8.86E-05
5.95E+18,2.37E-04,6.15E-06,1.52E-04,8.36E-05
5.96E+18,2.42E-04,5.72E-06,1.58E-04,8.78E-05
5.96E+18,2.33E-04,6.50E-06,1.55E-04,8.82E-05
5.96E+18,2.49E-04,6.24E-06,1.57E-04,8.93E-05
5.96E+18,2.24E-04,6.42E-06,1.58E-04,8.65E-05
5.96E+18,2.34E-04,5.33E-06,1.61E-04,8.17E-05
5.96E+18,2.42E-04,5.48E-06,1.60E-04,8.74E-05
5.97E+18,2.42E-04,5.22E-06,1.59E-04,8.38E-05
5.97E+18,2.30E-04,6.21E-06,1.55E-04,8.81E-05
5.97E+18,2.31E-04,5.76E-06,1.59E-04,8.67E-05
5.97E+18,2.21E-04,6.40E-06,1.54E-04,8.41E-05
5.97E+18,2.45E-04,5.86E-06,1.60E-04,8.81E-05
5.98E+18,2.30E-04,5.52E-06,1.57E-04,8.61E-05
5.98E+18,2.43E-04,5.75E-06,1.60E-04,8.66E-05
5.98E+18,2.23E-04,5.59E-06,1.59E-04,8.53E-05
5.98E+18,2.28E-04,6.58E-06,1.53E-04,8.25E-05
5.98E+18,2.30E-04,6.31E-06,1.57E-04,8.74E-05
5.99E+18,2.17E-04,6.37E-06,1.52E-04,8.54E-05
5.99E+18,2.21E-04,5.92E-06,1.52E-04,8.31E-05
5.99E+18,2.23E-04,5.40E-06,1.61E-04,8.20E-05
5.99E+18,2.28E-04,6.45E-06,1.58E-04,8.42E-05
5.99E+18,2.27E-04,5.39E-06,1.66E-04,8.55E-05
5.99E+18,2.36E-04,4.78E-06,1.59E-04,8.56E-05
6.00E+18,2.36E-04,6.01E-06,1.59E-04,8.46E-05
6.00E+18,2.17E-04,4.73E-06,1.60E-04,8.23E-05
6.00E+18,2.25E-04,5.84E-06,1.58E-04,8.77E-05
6.00E+18,2.41E-04,5.96E-06,1.61E-04,8.79E-05
6.00E+18,2.26E-04,5.79E-06,1.60E-04,8.75E-05
6.01E+18,2.32E-04,6.14E-06,1.62E-04,8.74E-05
6.01E+18,2.37E-04,5.21E-06,1.59E-04,8.78E-05
6.01E+18,2.28E-04,4.49E-06,1.66E-04,8.38E-05
6.01E+18,2.23E-04,5.70E-06,1.50E-04,8.51E-05
6.01E+18,2.25E-04,5.68E-06,1.53E-04,8.51E-05
6.01E+18,2.46E-04,6.26E-06,1.59E-04,8.72E-05
6.02E+18,2.44E-04,5.62E-06,1.58E-04,8.54E-05
6.02E+18,2.22E-04,6.21E-06,1.47E-04,8.25E-05
6.02E+18,2.13E-04,6.13E-06,1.56E-04,8.23E-05
6.02E+18,2.30E-04,5.29E-06,1.56E-04,8.26E-05
6.02E+18,2.28E-04,5.73E-06,1.57E-04,8.58E-05
6.03E+18,2.30E-04,6.18E-06,1.54E-04,9.15E-05
6.03E+18,2.36E-04,4.84E-06,1.60E-04,8.64E-05
6.03E+18,1.98E-04,5.26E-06,1.55E-04,8.49E-05
6.03E+18,2.39E-04,5.73E-06,1.62E-04,8.12E-05
6.03E+18,2.57E-04,5.69E-06,1.52E-04,8.52E-05
6.03E+18,2.25E-04,5.83E-06,1.50E-04,8.51E-05
6.04E+18,2.46E-04,6.35E-06,1.58E-04,8.67E-05
6.04E+18,2.16E-04,5.71E-06,1.64E-04,8.40E-05
6.04E+18,2.31E-04,5.07E-06,1.52E-04,8.62E-05
6.04E+18,2.13E-04,5.57E-06,1.59E-04,8.81E-05
6.04E+18,2.30E-04,6.36E-06,1.58E-04,8.69E-05
6.05E+18,2.30E-04,5.94E-06,1.54E-04,8.45E-05
6.05E+18,2.43E-04,6.27E-06,1.53E-04,8.67E-05
6.05E+18,2.19E-04,6.06E-06,1.50E-04,9.25E-05
6.05E+18,2.39E-04,5.16E-06,1.56E-04,8.59E-05
6.05E+18,2.43E-04,5.81E-06,1.50E-04,8.28E-05
6.06E+18,2.32E-04,5.40E-06,1.59E-04,8.30E-05
6.06E+18,2.13E-04,6.38E-06,1.60E-04,8.13E-05
6.06E+18,2.36E-04,6.28E-06,1.54E-04,8.64E-05
6.06E+18,2.38E-04,6.03E-06,1.54E-04,8.76E-05
6.06E+18,2.21E-04,5.38E-06,1.53E-04,8.60E-05
6.06E+18,2.43E-04,6.17E-06,1.60E-04,8.10E-05
6.07E+18,2.18E-04,5.08E-06,1.57E-04,8.46E-05
6.07E+18,2.54E-04,5.63E-06,1.56E-04,8.49E-05
6.07E+18,2.45E-04,4.92E-06,1.59E-04,7.99E-05
6.07E+18,2.29E-04,5.93E-06,1.45E-04,8.28E-05
6.07E+18,1.92E-04,5.51E-06,1.54E-04,8.48E-05
6.08E+18,2.41E-04,5.70E-06,1.55E-04,8.45E-05
6.08E+18,2.14E-04,5.06E-06,1.58E-04,8.51E-05
6.08E+18,2.31E-04,5.91E-06,1.59E-04,8.63E-05
6.08E+18,2.43E-04,5.81E-06,1.53E-04,8.71E-05
6.08E+18,2.21E-04,5.69E-06,1.56E-04,8.64E-05
6.08E+18,2.47E-04,5.42E-06,1.52E-04,8.72E-05
6.09E+18,2.07E-04,5.72E-06,1.51E-04,8.83E-05
6.09E+18,2.23E-04,5.31E-06,1.56E-04,8.74E-05
6.09E+18,2.00E-04,5.48E-06,1.62E-04,8.37E-05
6.09E+18,2.22E-04,5.41E-06,1.57E-04,8.77E-05
6.09E+18,2.64E-04,5.83E-06,1.57E-04,8.48E-05
6.10E+18,2.26E-04,6.19E-06,1.54E-04,8.74E-05
6.10E+18,2.14E-04,5.24E-06,1.62E-04,8.66E-05
6.10E+18,2.11E-04,5.96E-06,1.55E-04,8.88E-05
6.10E+18,2.38E-04,6.18E-06,1.51E-04,8.92E-05
6.10E+18,2.14E-04,5.46E-06,1.51E-04,8.77E-05
6.10E+18,2.34E-04,6.42E-06,1.69E-04,8.40E-05
6.11E+18,2.44E-04,6.12E-06,1.61E-04,9.07E-05
6.11E+18,2.36E-04,5.81E-06,1.70E-04,8.89E-05
6.11E+18,2.49E-04,6.15E-06,1.56E-04,9.06E-05
6.11E+18,2.48E-04,5.73E-06,1.57E-04,8.91E-05
6.11E+18,2.36E-04,6.07E-06,1.64E-04,8.97E-05
6.12E+18,2.59E-04,5.44E-06,1.57E-04,8.93E-05
6.12E+18,2.40E-04,5.20E-06,1.61E-04,8.90E-05
6.12E+18,2.56E-04,5.98E-06,1.54E-04,8.83E-05
6.12E+18,2.25E-04,5.48E-06,1.61E-04,8.96E-05
6.12E+18,2.69E-04,5.08E-06,1.66E-04,9.03E-05
6.12E+18,2.27E-04,5.79E-06,1.56E-04,8.45E-05
6.13E+18,2.57E-04,6.10E-06,1.63E-04,8.69E-05
6.13E+18,2.57E-04,5.68E-06,1.50E-04,8.58E-05
6.13E+18,2.71E-04,6.35E-06,1.60E-04,8.60E-05
6.13E+18,2.54E-04,6.08E-06,1.54E-04,8.70E-05
6.13E+18,2.19E-04,6.45E-06,1.57E-04,8.64E-05
6.14E+18,2.19E-04,6.27E-06,1.53E-04,8.77E-05
6.14E+18,2.15E-04,4.90E-06,1.61E-04,8.79E-05
6.14E+18,2.41E-04,5.73E-06,1.52E-04,8.30E-05
6.14E+18,2.14E-04,4.99E-06,1.66E-04,8.44E-05
6.14E+18,2.42E-04,5.46E-06,1.54E-04,9.27E-05
6.15E+18,2.26E-04,6.02E-06,1.59E-04,9.01E-05
6.15E+18,2.37E-04,5.68E-06,1.63E-04,8.62E-05
6.15E+18,2.17E-04,5.77E-06,1.57E-04,8.62E-05
6.15E+18,2.62E-04,5.59E-06,1.58E-04,8.71E-05
6.15E+18,2.38E-04,5.65E-06,1.56E-04,8.81E-05
6.15E+18,2.26E-04,5.57E-06,1.59E-04,9.06E-05
6.16E+18,2.20E-04,5.80E-06,1.56E-04,8.63E-05
6.16E+18,2.04E-04,5.94E-06,1.61E-04,8.59E-05
6.16E+18,2.44E-04,5.77E-06,1.49E-04,8.73E-05
6.16E+18,1.98E-04,5.63E-06,1.63E-04,8.70E-05
6.16E+18,2.47E-04,6.13E-06,1.56E-04,8.99E-05
6.16E+18,2.04E-04,5.87E-06,1.59E-04,8.78E-05
6.17E+18,2.48E-04,5.92E-06,1.57E-04,9.10E-05
6.17E+18,2.36E-04,6.09E-06,1.57E-04,8.92E-05
6.17E+18,2.66E-04,5.90E-06,1.60E-04,8.78E-05
6.17E+18,2.42E-04,6.12E-06,1.63E-04,8.65E-05
6.17E+18,2.62E-04,6.07E-06,1.57E-04,9.16E-05
6.18E+18,2.19E-04,6.24E-06,1.51E-04,8.75E-05
6.18E+18,2.12E-04,5.64E-06,1.59E-04,9.07E-05
6.18E+18,2.32E-04,5.91E-06,1.55E-04,8.79E-05
6.18E+18,2.03E-04,5.13E-06,1.57E-04,8.68E-05
6.18E+18,2.15E-04,7.10E-06,1.57E-04,9.12E-05
6.18E+18,2.45E-04,5.29E-06,1.63E-04,8.93E-05
6.19E+18,2.12E-04,5.31E-06,1.56E-04,8.64E-05
6.19E+18,2.26E-04,5.50E-06,1.57E-04,8.93E-05
6.19E+18,2.72E-04,6.79E-06,1.59E-04,9.26E-05
6.19E+18,2.28E-04,5.59E-06,1.60E-04,8.94E-05
6.19E+18,2.67E-04,6.14E-06,1.65E-04,8.83E-05
6.20E+18,2.51E-04,5.69E-06,1.59E-04,8.59E-05
6.20E+18,2.54E-04,5.16E-06,1.58E-04,8.58E-05
6.20E+18,2.56E-04,6.13E-06,1.56E-04,8.85E-05
6.20E+18,2.20E-04,5.53E-06,1.54E-04,9.15E-05
6.20E+18,2.05E-04,6.32E-06,1.59E-04,8.68E-05
6.21E+18,2.56E-04,6.20E-06,1.59E-04,8.81E-05
6.21E+18,2.59E-04,5.52E-06,1.51E-04,8.44E-05
6.21E+18,2.22E-04,5.98E-06,1.61E-04,9.03E-05
6.21E+18,2.70E-04,6.07E-06,1.57E-04,8.58E-05
6.21E+18,2.40E-04,5.71E-06,1.56E-04,8.59E-05
6.21E+18,2.65E-04,5.99E-06,1.56E-04,8.95E-05
6.22E+18,2.47E-04,6.26E-06,1.50E-04,9.09E-05
6.22E+18,2.19E-04,5.82E-06,1.51E-04,9.04E-05
6.22E+18,2.38E-04,5.71E-06,1.51E-04,8.77E-05
6.22E+18,2.13E-04,6.28E-06,1.61E-04,8.83E-05
6.22E+18,2.17E-04,6.23E-06,1.54E-04,9.22E-05
6.22E+18,2.40E-04,6.40E-06,1.56E-04,8.59E-05
6.23E+18,2.75E-04,5.53E-06,1.58E-04,9.11E-05
6.23E+18,2.47E-04,6.29E-06,1.58E-04,8.75E-05
6.23E+18,2.33E-04,5.25E-06,1.50E-04,9.02E-05
6.23E+18,2.45E-04,5.20E-06,1.50E-04,8.95E-05
6.23E+18,2.59E-04,5.66E-06,1.50E-04,9.24E-05
6.24E+18,2.64E-04,5.85E-06,1.56E-04,8.67E-05
6.24E+18,2.36E-04,5.97E-06,1.53E-04,8.57E-05
6.24E+18,2.28E-04,6.07E-06,1.64E-04,8.99E-05
6.24E+18,2.39E-04,5.47E-06,1.60E-04,8.54E-05
6.24E+18,2.13E-04,4.72E-06,1.59E-04,8.53E-05
6.24E+18,2.38E-04,5.65E-06,1.58E-04,8.89E-05
6.25E+18,2.64E-04,6.01E-06,1.54E-04,9.19E-05
6.25E+18,2.35E-04,5.33E-06,1.52E-04,8.88E-05
6.25E+18,2.27E-04,5.23E-06,1.57E-04,8.74E-05
6.25E+18,2.40E-04,6.43E-06,1.59E-04,9.46E-05
6.25E+18,2.38E-04,5.84E-06,1.54E-04,8.84E-05
6.26E+18,2.11E-04,5.37E-06,1.51E-04,8.97E-05
6.26E+18,2.47E-04,6.25E-06,1.58E-04,9.18E-05
6.26E+18,2.01E-04,6.01E-06,1.55E-04,8.39E-05
6.26E+18,2.43E-04,5.66E-06,1.61E-04,8.79E-05
6.26E+18,2.23E-04,5.86E-06,1.57E-04,8.95E-05
6.26E+18,2.03E-04,6.12E-06,1.57E-04,9.23E-05
6.27E+18,2.48E-04,5.57E-06,1.57E-04,8.98E-05
6.27E+18,2.38E-04,5.98E-06,1.56E-04,8.93E-05
6.27E+18,2.40E-04,4.16E-06,1.58E-04,8.65E-05
6.27E+18,2.62E-04,6.09E-06,1.53E-04,8.90E-05
6.27E+18,2.32E-04,6.05E-06,1.53E-04,9.06E-05
6.28E+18,2.38E-04,5.93E-06,1.49E-04,8.68E-05
6.28E+18,2.44E-04,5.72E-06,1.52E-04,8.94E-05
6.28E+18,2.55E-04,5.45E-06,1.60E-04,8.80E-05
6.28E+18,2.21E-04,6.07E-06,1.59E-04,8.59E-05
6.28E+18,2.52E-04,5.66E-06,1.54E-04,9.19E-05
6.28E+18,2.64E-04,5.46E-06,1.63E-04,9.03E-05
6.29E+18,2.57E-04,5.50E-06,1.52E-04,9.11E-05
6.29E+18,2.17E-04,5.77E-06,1.52E-04,9.19E-05
6.29E+18,2.30E-04,6.30E-06,1.63E-04,8.86E-05
6.29E+18,2.69E-04,5.97E-06,1.55E-04,9.04E-05
6.29E+18,2.28E-04,6.34E-06,1.50E-04,8.91E-05
6.30E+18,2.07E-04,6.11E-06,1.62E-04,9.00E-05
6.30E+18,2.24E-04,5.69E-06,1.57E-04,9.06E-05
6.30E+18,2.11E-04,5.84E-06,1.52E-04,8.74E-05
6.30E+18,2.42E-04,5.66E-06,1.56E-04,8.75E-05
6.30E+18,2.50E-04,5.74E-06,1.50E-04,9.20E-05
6.30E+18,2.14E-04,5.25E-06,1.60E-04,8.92E-05
6.31E+18,2.39E-04,5.96E-06,1.51E-04,9.23E-05
6.31E+18,2.51E-04,6.15E-06,1.47E-04,8.59E-05
6.31E+18,2.27E-04,5.94E-06,1.61E-04,8.98E-05
6.31E+18,2.24E-04,6.00E-06,1.60E-04,8.91E-05
6.31E+18,2.33E-04,5.35E-06,1.56E-04,9.42E-05
6.32E+18,2.23E-04,5.85E-06,1.61E-04,8.88E-05
6.32E+18,2.71E-04,6.16E-06,1.64E-04,8.85E-05
6.32E+18,2.35E-04,5.28E-06,1.53E-04,8.85E-05
6.32E+18,2.70E-04,5.63E-06,1.54E-04,9.26E-05
6.32E+18,2.28E-04,5.63E-06,1.53E-04,9.17E-05
6.32E+18,2.32E-04,4.90E-06,1.51E-04,8.48E-05
6.33E+18,2.08E-04,5.71E-06,1.51E-04,8.68E-05
6.33E+18,2.30E-04,5.35E-06,1.51E-04,8.90E-05
6.33E+18,2.21E-04,5.44E-06,1.52E-04,8.82E-05
6.33E+18,2.55E-04,4.80E-06,1.57E-04,8.69E-05
6.33E+18,2.37E-04,4.90E-06,1.58E-04,9.33E-05
6.33E+18,2.15E-04,5.10E-06,1.54E-04,8.76E-05
6.34E+18,2.39E-04,5.01E-06,1.52E-04,8.94E-05
6.34E+18,2.46E-04,5.23E-06,1.50E-04,8.82E-05
6.34E+18,2.39E-04,5.83E-06,1.56E-04,9.02E-05
6.34E+18,2.29E-04,5.77E-06,1.54E-04,9.08E-05
6.34E+18,2.72E-04,5.97E-06,1.54E-04,8.98E-05
6.35E+18,2.45E-04,5.72E-06,1.59E-04,8.85E-05
6.35E+18,2.10E-04,4.67E-06,1.50E-04,8.99E-05
6.35E+18,2.59E-04,5.69E-06,1.53E-04,8.82E-05
6.35E+18,2.30E-04,6.09E-06,1.56E-04,9.10E-05
6.35E+18,2.12E-04,5.95E-06,1.61E-04,8.98E-05
6.35E+18,2.36E-04,5.96E-06,1.56E-04,9.25E-05
6.36E+18,2.37E-04,5.39E-06,1.55E-04,8.99E-05
6.36E+18,2.42E-04,6.08E-06,1.53E-04,8.81E-05
6.36E+18,2.50E-04,5.90E-06,1.55E-04,9.23E-05
6.36E+18,2.48E-04,5.76E-06,1.59E-04,8.91E-05
6.36E+18,2.33E-04,5.87E-06,1.54E-04,9.28E-05
6.37E+18,2.20E-04,5.87E-06,1.68E-04,8.92E-05
6.37E+18,2.62E-04,5.75E-06,1.57E-04,9.19E-05
6.37E+18,2.32E-04,6.08E-06,1.59E-04,9.07E-05
6.37E+18,2.70E-04,5.88E-06,1.59E-04,8.88E-05
6.37E+18,2.57E-04,5.33E-06,1.55E-04,8.96E-05
6.37E+18,2.20E-04,6.08E-06,1.52E-04,8.65E-05
6.38E+18,2.41E-04,6.24E-06,1.55E-04,9.01E-05
6.38E+18,2.38E-04,6.52E-06,1.55E-04,9.07E-05
6.38E+18,2.59E-04,5.57E-06,1.51E-04,9.26E-05
6.38E+18,2.59E-04,5.08E-06,1.53E-04,9.08E-05
6.38E+18,2.75E-04,5.60E-06,1.56E-04,9.05E-05
6.39E+18,2.36E-04,4.82E-06,1.58E-04,9.03E-05
6.39E+18,2.47E-04,5.66E-06,1.49E-04,8.73E-05
6.39E+18,2.75E-04,5.61E-06,1.55E-04,9.07E-05
6.39E+18,2.31E-04,5.94E-06,1.67E-04,9.31E-05
6.39E+18,2.68E-04,5.91E-06,1.57E-04,8.85E-05
6.39E+18,2.62E-04,5.67E-06,1.52E-04,9.25E-05
6.40E+18,2.39E-04,6.42E-06,1.59E-04,8.71E-05
6.40E+18,2.51E-04,6.31E-06,1.53E-04,9.04E-05
6.40E+18,2.43E-04,5.86E-06,1.55E-04,9.28E-05
6.40E+18,2.70E-04,6.18E-06,1.65E-04,9.25E-05
6.40E+18,2.34E-04,5.99E-06,1.55E-04,9.22E-05
6.40E+18,2.69E-04,5.56E-06,1.53E-04,8.94E-05
6.41E+18,2.57E-04,5.09E-06,1.59E-04,8.99E-05
6.41E+18,2.36E-04,6.24E-06,1.60E-04,8.56E-05
6.41E+18,2.70E-04,5.62E-06,1.56E-04,9.47E-05
6.41E+18,2.44E-04,5.34E-06,1.55E-04,9.42E-05
6.41E+18,2.60E-04,5.60E-06,1.54E-04,9.38E-05
6.42E+18,2.54E-04,5.86E-06,1.60E-04,9.03E-05
6.42E+18,2.76E-04,5.98E-06,1.51E-04,8.94E-05
6.42E+18,2.43E-04,5.48E-06,1.55E-04,8.74E-05
6.42E+18,2.33E-04,5.72E-06,1.55E-04,8.98E-05
6.42E+18,2.69E-04,6.50E-06,1.66E-04,9.18E-05
6.42E+18,2.50E-04,5.90E-06,1.58E-04,9.25E-05
6.43E+18,2.77E-04,5.56E-06,1.57E-04,8.92E-05
6.43E+18,2.63E-04,5.92E-06,1.69E-04,9.61E-05
6.43E+18,2.34E-04,6.28E-06,1.57E-04,9.13E-05
6.43E+18,2.70E-04,5.48E-06,1.52E-04,9.18E-05
6.43E+18,2.56E-04,4.71E-06,1.56E-04,9.04E-05
6.44E+18,2.48E-04,5.25E-06,1.61E-04,8.68E-05
6.44E+18,2.57E-04,5.74E-06,1.64E-04,9.43E-05
6.44E+18,2.57E-04,5.43E-06,1.50E-04,9.06E-05
6.44E+18,2.70E-04,4.27E-06,1.50E-04,8.83E-05
6.44E+18,2.57E-04,5.74E-06,1.54E-04,8.55E-05
6.44E+18,2.73E-04,5.82E-06,1.54E-04,8.57E-05
6.45E+18,2.37E-04,5.36E-06,1.46E-04,8.75E-05
6.45E+18,2.74E-04,5.83E-06,1.46E-04,9.16E-05
6.45E+18,2.60E-04,5.46E-06,1.53E-04,9.08E-05
6.45E+18,2.64E-04,5.75E-06,1.56E-04,8.92E-05
6.45E+18,2.21E-04,4.78E-06,1.51E-04,8.95E-05
6.45E+18,2.61E-04,5.47E-06,1.50E-04,9.10E-05
6.46E+18,2.54E-04,5.23E-06,1.56E-04,8.89E-05
6.46E+18,2.38E-04,6.05E-06,1.55E-04,9.20E-05
6.46E+18,2.63E-04,5.13E-06,1.55E-04,8.85E-05
6.46E+18,2.50E-04,5.15E-06,1.52E-04,9.14E-05
6.46E+18,2.69E-04,5.59E-06,1.54E-04,9.30E-05
6.47E+18,2.45E-04,5.93E-06,1.60E-04,9.22E-05
6.47E+18,2.41E-04,6.21E-06,1.63E-04,9.06E-05
6.47E+18,2.56E-04,4.99E-06,1.51E-04,8.87E-05
6.47E+18,2.72E-04,5.70E-06,1.51E-04,8.94E-05
6.47E+18,2.63E-04,5.42E-06,1.58E-04,9.04E-05
6.47E+18,2.60E-04,5.88E-06,1.52E-04,8.90E-05
6.48E+18,2.70E-04,5.42E-06,1.50E-04,8.79E-05
6.48E+18,2.58E-04,5.86E-06,1.55E-04,8.99E-05
6.48E+18,2.43E-04,4.58E-06,1.55E-04,8.91E-05
6.48E+18,2.66E-04,5.26E-06,1.54E-04,9.01E-05
6.48E+18,2.48E-04,5.37E-06,1.57E-04,8.89E-05
6.49E+18,2.75E-04,5.02E-06,1.48E-04,8.96E-05
6.49E+18,2.71E-04,4.38E-06,1.63E-04,8.91E-05
6.49E+18,2.56E-04,5.13E-06,1.54E-04,8.72E-05
6.49E+18,2.59E-04,5.97E-06,1.59E-04,9.34E-05
6.49E+18,2.55E-04,5.86E-06,1.54E-04,9.11E-05
6.49E+18,2.51E-04,6.09E-06,1.57E-04,9.27E-05
6.50E+18,2.62E-04,5.63E-06,1.67E-04,9.25E-05
6.50E+18,2.51E-04,6.51E-06,1.55E-04,9.05E-05
6.50E+18,2.57E-04,5.26E-06,1.48E-04,9.32E-05
6.50E+18,2.67E-04,5.06E-06,1.60E-04,8.96E-05
6.50E+18,2.63E-04,5.38E-06,1.50E-04,8.90E-05
6.50E+18,2.62E-04,6.03E-06,1.59E-04,8.98E-05
6.51E+18,2.66E-04,5.18E-06,1.65E-04,8.99E-05
6.51E+18,2.65E-04,5.71E-06,1.56E-04,9.35E-05
6.51E+18,2.71E-04,5.56E-06,1.55E-04,8.93E-05
6.51E+18,2.70E-04,5.95E-06,1.59E-04,9.37E-05
6.51E+18,2.69E-04,6.01E-06,1.55E-04,8.68E-05
6.52E+18,2.70E-04,5.06E-06,1.50E-04,9.00E-05
6.52E+18,2.71E-04,5.89E-06,1.61E-04,8.76E-05
